"","VCF0006","VCF0006a","VCF0009x","VCF0010x","VCF0011x","VCF0009y","VCF0009z","VCF0010z","VCF0011z","VCF0017","VCF0018a","VCF0018b","VCF0050a","VCF0050b","VCF0070a","VCF0070b","VCF0071c","VCF0071d","VCF0072a","VCF0072b","VCF0101","VCF0102","VCF0103","VCF0104","VCF0105a","VCF0105b","VCF0106","VCF0107","VCF0108","VCF0110","VCF0112","VCF0113","VCF0114","VCF0116","VCF0118","VCF0127","VCF0127a","VCF0127b","VCF0128","VCF0130","VCF0130a","VCF0140","VCF0140a","VCF0143","VCF0146","VCF0147","VCF0148","VCF0148a","VCF0149","VCF0150","VCF0152","VCF0156","VCF0157","VCF0205","VCF0206","VCF0207","VCF0209","VCF0210","VCF0211","VCF0212","VCF0214","VCF0217","VCF0218","VCF0223","VCF0224","VCF0227","VCF0228","VCF0232","VCF0233","VCF0234","VCF0253","VCF0290","VCF0291","VCF0301","VCF0302","VCF0303","VCF0305","VCF0310","VCF0346","VCF0349","VCF0358","VCF0359","VCF0360","VCF0361","VCF0370","VCF0371","VCF0372","VCF0373","VCF0374","VCF0380","VCF0386","VCF0392","VCF0412","VCF0413","VCF0414","VCF0415","VCF0424","VCF0425","VCF0426","VCF0427","VCF0428","VCF0447","VCF0450","VCF0451","VCF0471","VCF0475","VCF0481","VCF0487","VCF0493","VCF0501","VCF0502","VCF0502a","VCF0503","VCF0504","VCF0605","VCF0606","VCF0609","VCF0613","VCF0624","VCF0648","VCF0649","VCF0656","VCF0700","VCF0702","VCF0703","VCF0704","VCF0704a","VCF0705","VCF0706","VCF0707","VCF0708","VCF0709","VCF0710","VCF0712","VCF0713","VCF0714","VCF0717","VCF0718","VCF0719","VCF0720","VCF0721","VCF0723","VCF0723a","VCF0729","VCF0731","VCF0733","VCF0734","VCF0736","VCF0740","VCF0741","VCF0742","VCF0801","VCF0803","VCF0804","VCF0806","VCF0809","VCF0823","VCF0824","VCF0830","VCF0838","VCF0839","VCF0843","VCF0846","VCF0847","VCF0849","VCF0850","VCF0851","VCF0852","VCF0853","VCF0854","VCF0867","VCF0867a","VCF0870","VCF0871","VCF0872","VCF0876","VCF0876a","VCF0878","VCF0879","VCF0879a","VCF0880","VCF0880a","VCF0881","VCF0886","VCF0887","VCF0888","VCF0890","VCF0894","VCF0900","VCF0900b","VCF0900c","VCF0901a","VCF0901b","VCF0902","VCF0903","VCF0904","VCF0905","VCF0991","VCF0992","VCF1004","VCF1005","VCF1011","VCF1012","VCF1013","VCF1014","VCF1015","VCF1016","VCF9005","VCF9009","VCF9013","VCF9016","VCF9017","VCF9018","VCF9021","VCF9022","VCF9023","VCF9025","VCF9027","VCF9028","VCF9029","VCF9030","VCF9030a","VCF9030b","VCF9030c","VCF9031","VCF9032","VCF9039","VCF9040","VCF9041","VCF9042","VCF9045","VCF9047","VCF9048","VCF9049","VCF9054","VCF9055","VCF9056","VCF9057","VCF9058","VCF9059","VCF9060","VCF9069","VCF9081","VCF9084","VCF9085","VCF9086","VCF9087","VCF9088","VCF9089","VCF9092","VCF9093","VCF9094","VCF9095","VCF9096","VCF9122","VCF9123","VCF9124","VCF9131","VCF9132","VCF9133","VCF9201","VCF9202","VCF9203","VCF9204","VCF9205","VCF9206","VCF9207","VCF9208","VCF9209","VCF9210","VCF9211","VCF9212","VCF9213","VCF9214","VCF9215","VCF9216","VCF9217","VCF9218","VCF9219","VCF9220","VCF9221","VCF9222","VCF9223","VCF9224","VCF9225","VCF9226","VCF9227","VCF9228","VCF9229","VCF9230","VCF9231","VCF9232","VCF9233","VCF9234","VCF9235","VCF9236","VCF9237","VCF9238","VCF9239","VCF9240","VCF9241","VCF9242","VCF9243","VCF9244","VCF9245","VCF9246","VCF9247","VCF9248","VCF9249","VCF9250","VCF9251","VCF9252","VCF9253","VCF9255","VCF9256","VCF9257","VCF9258","VCF9259","VCF9260","VCF9261","VCF9262","VCF9263","VCF9264","VCF9265","VCF9266","VCF9267","VCF9268","VCF9269","VCF9270","VCF9271","VCF9272","VCF9273","VCF9275","VCF9277","VCF9278","VCF9279","VCF9280","VCF9281","VCF9282"
"57894",3040,20163040,0,0,0,0.743,0.759,0.759,0.759,4,0,0,9,0,NA,NA,9,9,9,9,60,5,4,2,1,1,1,7,2,3,2,2,5,1,1,2,0,0,2,3,3,5,5,1,1,1,6,6,1,10,400,5,5,85,85,97,70,40,40,85,85,97,30,97,60,50,40,99,70,99,60,45,35,6,1,3,3,3,1,1,1,1,2,1,1,2,1,1,5,1,1,1,43,23,55,45,15,50,70,60,15,60,2,4,15,1,1,1,1,2,2,2,2,7,1,1,1,2,3,50,100,0,2,2,3,2,2,2,2,2,2,4,4,4,2,2,2,1,1,1,2,3,2,2,1,5,9,5,1,2,1,71,6,3,7,4,2,0,4,4,1,5,1,2,5,2,2,4,4,2,5,5,0,0,3,1,1,9,3,3,1,1,2,2,2,1,2,3,1,1801,"IN01",18,"IN",12,1,2,2,5,5,4,2,1,2,2,1,40,41,85,5,4,5,2,2,5,1,0,2,2,1,3,2,1,2,1,5,1,5,4,2,5,1,2,2,2,1,65,40,85,990,990,999,4,2,2,1,6,1,2,6,6,5,2,6,5,2,99,99,1,1,1,2,8,1,2,3,1,0,8,3,3,2,4,3,3,3,3,2,2,3,3,3,2,3,1,3,4,1,2,2,2,-9,1,2,4,2,-9,-9,1,1,8,2,8,2,2,2,1,3,1,3,5,3,4,5,2,2,1,1,1,1,1,1,3,3,1,-9,70,70,100,1,2,1,1,3,3,-9,1,1,1,1
"57895",3041,20163041,0,0,0,0.834,0.853,0.853,0.853,4,0,0,9,0,NA,NA,9,9,9,9,0,0,0,0,1,1,1,7,2,4,1,2,1,1,1,2,0,0,2,3,3,6,7,1,1,1,6,6,2,10,400,5,5,97,97,97,40,97,97,35,80,97,80,97,10,97,0,97,60,0,97,45,85,1,5,1,4,3,2,1,1,2,1,1,1,1,2,2,1,5,5,1,35,85,50,85,70,85,0,15,95,95,1,1,70,1,5,5,1,2,2,2,3,7,2,2,2,2,2,100,50,75,1,2,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,2,1,7,1,1,2,2,1,18,2,1,3,3,2,0,4,4,5,3,2,5,1,2,5,3,2,3,5,4,1,1,1,1,1,1,2,1,2,3,2,1,1,2,1,2,13,3613,"NY13",36,"NY",55,2,0,2,5,5,9,9,1,9,1,5,39,15,40,1,2,5,4,1,5,1,0,0,3,1,3,7,2,2,2,5,1,1,5,5,2,3,1,1,2,1,12,80,50,80,50,90,5,4,4,4,4,3,3,6,7,7,2,6,5,2,99,99,2,1,2,10,1,1,1,1,3,7,0,1,1,1,3,4,5,5,5,1,1,2,1,4,1,4,-9,1,2,1,1,2,2,2,3,7,4,4,1,2,1,1,2,3,9,2,3,1,1,3,1,1,5,2,4,5,2,1,1,1,3,1,1,1,1,-9,1,-9,50,40,30,-9,-9,-9,-9,2,1,2,-9,1,1,1
"57896",3042,20163042,0,0,0,0.929,0.95,0.95,0.95,4,0,0,9,0,NA,NA,9,9,9,9,27,2,2,2,1,1,1,7,2,4,3,1,4,1,1,2,0,0,2,3,3,6,7,1,1,7,4,4,1,10,400,5,5,90,97,97,90,0,10,70,65,97,15,70,30,97,50,90,30,10,90,23,43,6,1,3,3,2,1,2,1,1,2,2,1,1,2,2,5,1,5,1,23,43,50,50,15,50,30,50,15,15,2,4,15,5,1,1,1,2,2,2,2,7,1,1,1,1,2,0,50,0,1,2,3,0,0,3,4,2,2,0,0,4,9,1,1,1,1,1,1,1,1,2,1,7,5,5,2,2,2,79,6,3,7,7,2,0,7,4,1,4,1,1,5,2,5,1,5,1,5,5,1,2,3,1,1,1,2,1,2,3,2,2,2,2,2,3,6,1306,"GA06",13,"GA",55,2,0,2,1,5,9,9,1,9,1,6,18,1,50,5,1,5,3,3,5,5,0,0,2,2,3,2,1,2,1,5,5,4,1,3,5,1,2,1,2,1,21,50,50,50,50,50,2,1,1,1,7,1,1,7,7,7,2,7,6,2,99,99,1,2,1,1,6,2,-9,3,2,1,2,5,5,4,5,4,5,5,3,2,2,3,3,3,2,4,1,2,3,1,1,2,2,-9,1,3,4,2,2,4,1,4,6,0,10,2,3,1,1,3,1,1,2,2,2,2,2,1,2,2,2,1,1,2,-9,-9,1,-9,90,80,100,2,2,2,2,2,1,2,1,1,1,1
"57897",3043,20163043,0,0,0,1.032,1.066,1.066,1.066,4,0,0,9,0,NA,NA,9,9,9,9,54,4,3,2,6,4,3,7,2,4,4,2,4,1,1,1,21,3,4,5,5,6,7,1,1,7,6,6,1,10,998,5,5,97,97,0,97,97,97,40,97,97,97,97,0,97,0,97,97,97,97,49,99,1,5,1,4,3,2,1,2,2,2,2,1,1,2,2,1,5,5,1,49,99,31,79,97,60,0,2,97,97,1,1,97,1,5,5,1,2,2,2,3,7,1,1,1,1,3,0,100,0,1,2,3,1,1,1,1,0,1,0,1,1,1,2,2,1,1,2,2,4,2,2,1,7,1,0,2,2,1,20,2,1,1,1,2,0,1,4,7,4,2,5,1,3,5,1,5,1,1,1,1,2,5,1,1,1,1,1,1,1,2,1,1,1,1,1,14,614,"CA14",6,"CA",14,1,1,1,1,5,1,3,9,9,9,1,51,2,85,1,1,5,5,1,1,1,0,0,1,1,3,1,1,1,2,1,1,1,5,5,1,3,1,1,1,1,51,100,990,990,990,100,1,4,1,2,7,3,2,1,7,7,1,7,7,2,99,99,2,1,2,10,0,2,-9,1,1,10,0,1,1,1,1,5,5,5,5,1,1,1,1,4,1,4,2,2,3,1,1,3,2,-9,3,7,4,1,1,1,1,1,1,3,10,-9,3,1,1,3,3,1,5,3,1,5,1,1,1,1,1,1,1,1,1,-9,1,-9,100,100,100,1,1,1,1,3,1,1,1,1,1,1
"57898",3044,20163044,0,0,0,1.148,1.175,1.175,1.175,4,0,0,9,0,NA,NA,9,9,9,9,40,3,2,2,1,1,1,7,2,4,1,2,5,1,1,1,11,1,3,3,3,6,7,1,1,1,6,6,1,10,501,5,5,97,97,97,50,97,97,60,60,97,97,97,0,97,0,97,97,0,97,49,99,1,5,1,4,3,2,1,2,2,1,1,1,1,2,2,1,5,5,1,49,99,43,93,97,85,0,0,97,97,1,1,97,1,5,5,1,2,2,2,3,7,2,3,2,2,3,100,100,100,1,2,3,1,1,1,1,1,1,1,1,3,1,2,2,1,2,1,2,4,3,2,1,7,1,1,2,1,1,30,2,1,2,2,2,0,1,4,7,2,1,2,1,2,5,1,5,1,1,1,1,2,1,1,1,1,1,1,2,3,2,1,1,3,1,1,8,3608,"NY08",36,"NY",51,2,0,1,1,5,9,9,1,9,1,7,56,1,70,1,1,5,5,1,5,1,0,0,1,1,3,7,2,2,2,5,1,1,5,5,1,1,1,1,1,1,12,76,50,76,50,100,2,3,1,3,5,3,3,5,7,6,3,7,7,2,99,99,2,1,2,10,0,1,1,1,3,10,0,1,1,1,1,5,5,5,5,1,1,1,1,1,1,4,1,1,2,1,1,3,1,-9,3,7,4,1,2,5,1,1,2,3,9,-9,2,1,1,3,1,1,5,1,5,5,2,1,1,2,1,1,1,1,1,-9,1,-9,100,50,60,4,2,2,2,3,1,1,2,1,1,1
"57899",3045,20163045,0,0,0,0.407,0.417,0.417,0.417,4,0,0,9,0,NA,NA,9,9,9,9,68,6,4,1,3,4,3,7,2,4,3,1,4,5,3,2,0,0,1,4,4,6,6,5,1,2,1,1,3,50,149,0,0,50,50,60,15,50,30,70,85,50,15,60,15,60,0,50,15,40,50,15,50,4,2,2,1,3,1,1,1,1,2,2,1,1,1,1,1,1,1,1,45,10,35,20,5,5,85,65,30,5,2,4,5,1,1,1,1,1,9,5,1,4,1,1,1,1,1,0,0,0,1,2,3,2,2,2,2,2,0,4,0,0,2,1,2,1,1,1,2,3,2,2,5,9,9,5,1,2,1,69,5,3,4,6,1,5,6,3,3,3,2,5,5,2,2,3,1,3,5,5,5,5,5,1,2,1,4,5,3,4,3,3,3,2,3,3,1,5101,"VA01",51,"VA",55,2,0,2,1,5,9,9,9,9,1,6,50,19,50,5,2,2,2,3,1,1,0,0,5,1,3,7,2,2,2,1,1,4,1,3,4,1,2,2,2,2,81,996,996,996,996,996,2,5,1,7,6,1,1,5,5,4,3,4,4,1,99,99,2,1,1,0,0,2,-9,2,3,0,2,5,5,3,5,3,3,4,4,2,2,3,3,4,2,2,2,3,4,1,1,2,1,1,1,2,4,3,1,2,2,2,7,1,4,2,4,3,1,3,1,3,3,3,4,2,3,2,2,2,2,1,1,2,2,3,1,-9,60,50,60,3,4,2,2,1,-9,-9,1,2,1,2
"57900",3046,20163046,0,0,0,1.686,1.732,1.732,1.732,4,0,0,9,0,NA,NA,9,9,9,9,35,3,2,2,2,2,2,7,2,2,4,2,2,6,2,2,0,0,4,4,4,3,3,1,2,1,4,4,1,60,99,0,0,50,85,85,15,40,60,30,15,85,97,70,70,85,40,0,70,97,0,84,64,2,5,1,3,2,2,1,2,1,1,1,1,1,1,2,5,5,5,5,99,999,60,50,99,60,99,60,85,85,1,1,99,5,5,5,5,2,1,1,4,7,1,2,1,1,2,0,50,25,1,2,3,1,1,1,1,1,0,1,0,5,1,2,1,1,1,2,1,2,1,1,1,3,1,1,2,2,2,34,6,3,6,5,2,0,1,0,7,4,1,3,5,0,2,2,4,5,1,2,5,4,3,1,1,5,5,5,3,5,1,1,1,1,1,1,8,608,"CA08",6,"CA",21,1,2,2,1,5,3,2,1,2,2,2,39,47,40,1,1,2,2,3,1,1,0,0,1,1,3,1,1,1,2,5,1,3,3,5,1,3,1,1,1,1,51,60,990,990,990,85,9,6,1,6,7,6,4,1,7,1,1,1,7,1,99,99,2,1,1,8,6,2,-9,1,2,8,7,1,4,4,2,5,5,5,5,1,2,3,3,2,2,2,1,2,3,1,1,2,1,1,3,7,2,2,2,5,3,3,7,7,6,1,4,4,3,1,3,3,3,4,3,3,2,1,1,2,4,2,2,2,-9,-9,2,-9,0,30,100,3,3,1,3,3,-9,-9,1,2,1,1
"57901",3047,20163047,0,0,0,0.894,0.915,0.915,0.915,4,0,0,9,0,NA,NA,9,9,9,9,42,3,3,2,1,1,1,7,2,3,2,2,4,1,1,2,0,0,2,4,4,5,5,1,1,1,4,4,2,10,400,5,5,97,50,50,50,30,50,50,97,50,30,97,40,50,50,60,50,50,30,35,45,4,2,2,1,2,1,1,1,2,2,2,1,2,1,2,5,1,5,1,40,50,50,50,40,50,40,50,30,15,2,4,40,5,5,1,5,2,2,2,2,6,1,1,1,3,2,25,50,0,1,1,2,0,0,0,7,0,0,0,0,0,1,2,1,1,1,1,1,1,1,2,1,3,4,0,2,2,2,49,5,3,7,6,1,3,6,2,2,5,1,1,3,2,1,5,1,3,5,5,5,4,3,1,1,1,5,5,3,4,2,1,2,1,1,2,6,5506,"WI06",55,"WI",55,2,0,2,1,5,9,9,9,9,9,6,44,11,40,5,3,3,3,3,5,0,2,9,1,1,3,3,1,1,1,5,3,5,2,3,5,1,2,2,1,1,21,50,50,50,50,50,1,1,2,1,6,2,2,6,6,5,2,6,6,2,99,99,1,1,1,5,6,1,2,3,1,6,5,3,4,3,5,3,4,3,4,2,2,3,3,2,2,2,2,3,5,1,1,2,1,-9,3,6,1,2,1,1,1,4,6,6,6,2,3,2,3,3,3,3,3,3,4,4,3,1,2,2,4,1,1,2,-9,-9,1,-9,85,50,50,5,3,5,5,2,1,2,1,1,1,1
"57902",3048,20163048,0,0,0,0.654,0.669,0.669,0.669,4,0,0,9,0,NA,NA,9,9,9,9,65,6,4,1,1,1,1,7,2,4,1,2,3,1,1,2,0,0,1,1,1,6,7,1,1,1,4,4,1,10,150,5,5,85,85,70,40,85,85,70,60,85,85,85,15,85,50,97,85,0,85,50,85,1,5,1,4,3,2,1,1,2,1,1,1,1,2,2,1,1,5,1,43,93,58,78,85,85,0,30,97,70,1,1,85,1,1,5,1,2,2,2,2,7,1,2,2,2,3,100,100,25,1,2,3,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,2,1,6,1,1,2,2,2,41,1,1,1,1,2,0,1,3,7,2,1,3,1,3,5,2,5,1,1,1,1,2,1,1,1,1,1,1,2,3,2,1,1,2,1,1,1,2501,"MA01",25,"MA",14,1,1,1,1,5,1,1,1,1,1,1,35,1,50,1,1,5,5,1,5,1,0,0,1,1,3,1,1,1,2,5,3,1,5,5,1,3,1,1,2,2,81,996,996,996,996,996,1,4,2,2,6,2,2,6,7,4,2,7,5,2,99,99,2,1,2,10,0,1,1,1,1,9,0,1,2,1,3,5,5,5,5,1,1,1,1,3,1,3,1,1,2,1,1,3,1,-9,3,7,4,2,2,5,1,1,0,3,10,1,2,2,1,3,1,1,5,2,4,5,2,1,1,1,1,1,1,1,-9,-9,2,-9,85,50,85,4,5,4,6,3,1,2,1,1,1,1
"57903",3049,20163049,0,0,0,0.601,0.615,0.615,0.615,4,0,0,9,0,NA,NA,9,9,9,9,66,6,4,1,1,1,1,7,2,3,1,2,4,1,1,2,0,0,3,5,5,5,5,1,1,1,4,4,1,10,503,5,5,50,50,50,40,60,70,40,50,50,70,50,15,50,15,50,50,40,50,43,78,1,5,1,4,3,1,1,1,2,1,1,1,1,2,2,1,5,5,1,43,93,43,78,85,70,0,15,97,85,1,1,85,1,1,1,1,2,2,2,3,6,2,2,2,1,2,50,50,75,1,2,3,1,1,1,1,0,0,0,0,1,1,2,1,1,1,1,1,1,1,2,1,1,1,0,2,2,2,34,2,1,2,3,2,0,3,4,5,2,2,5,1,3,4,1,2,5,1,2,1,2,1,1,1,1,2,1,1,2,1,1,1,2,1,1,3,3403,"NJ03",34,"NJ",55,2,0,2,9,5,9,9,9,9,9,6,53,34,60,1,1,5,5,2,5,1,0,0,1,1,3,7,2,2,2,5,0,2,4,4,4,3,1,1,1,2,81,996,996,996,996,996,9,4,3,3,5,3,3,6,6,7,3,7,6,2,99,99,2,1,2,8,2,1,1,1,2,5,1,2,2,1,3,4,5,5,5,1,1,2,1,2,1,4,1,1,2,1,1,3,2,-9,3,7,4,2,2,5,1,1,9,9,1,-9,2,2,1,3,1,3,4,4,3,3,2,1,1,1,2,1,1,2,-9,-9,2,-9,50,50,60,4,4,4,4,2,3,-9,1,1,1,1
"57904",3050,20163050,0,0,0,1.625,1.665,1.665,1.665,4,0,0,9,0,NA,NA,9,9,9,9,50,4,3,2,1,1,1,7,2,2,2,2,4,1,1,2,0,0,2,1,1,3,3,1,1,1,4,4,1,10,400,5,5,50,40,70,50,97,50,50,85,40,85,70,15,50,15,70,50,60,70,50,85,1,5,1,4,2,2,1,2,2,1,1,1,2,1,2,1,5,5,1,50,85,58,78,85,85,15,30,85,97,1,1,85,1,5,5,1,1,9,5,4,6,2,3,1,1,1,0,0,100,1,2,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,2,2,2,49,3,1,9,9,1,3,9,4,3,9,1,2,3,1,2,3,2,2,1,1,1,1,1,5,4,5,4,5,1,2,2,3,2,2,1,3,6,5506,"WI06",55,"WI",55,2,0,2,5,5,9,9,1,9,2,6,52,5,60,1,3,3,3,3,5,1,0,0,1,1,1,7,2,2,2,5,0,3,3,3,3,3,2,2,1,1,21,85,60,60,85,70,5,4,4,4,4,4,4,4,4,4,4,4,5,2,99,99,1,1,1,8,2,2,-9,1,2,8,4,2,2,2,3,5,4,5,5,1,1,2,2,2,2,3,1,1,2,1,1,2,1,-9,2,4,3,2,1,2,2,3,-9,5,5,1,5,1,3,3,3,3,3,3,3,3,2,2,2,2,3,2,1,2,-9,-9,2,-9,60,70,85,3,3,3,3,2,1,2,1,2,1,1
"57905",3051,20163051,0,0,0,0.576,0.59,0.59,0.59,4,0,0,9,0,NA,NA,9,9,9,9,0,0,0,2,3,4,3,7,2,4,2,2,5,1,1,2,0,0,4,3,3,6,7,5,1,1,6,6,1,10,722,9,5,97,97,97,51,51,85,51,69,97,86,85,54,97,38,97,50,72,92,70,66,1,5,1,4,3,2,1,2,2,1,1,1,1,2,2,1,5,5,1,56,91,56,91,97,97,15,15,97,85,1,1,97,1,5,5,1,2,2,2,3,6,2,2,1,2,3,50,100,75,1,2,3,1,1,1,1,2,2,2,2,3,1,1,1,2,1,1,2,3,2,2,1,4,1,5,1,2,1,32,3,1,4,4,2,3,1,4,5,4,1,1,3,2,4,2,3,1,1,2,1,1,1,1,1,1,3,3,2,3,1,1,1,1,1,2,1,1901,"IA01",19,"IA",55,2,0,2,1,5,9,9,2,9,1,6,47,6,70,1,2,4,3,2,5,1,0,0,1,1,1,3,1,1,1,5,1,2,4,4,2,3,1,1,2,1,21,94,92,92,94,94,2,6,1,2,6,2,2,7,7,7,1,7,7,2,99,99,1,1,2,8,5,1,1,1,3,9,4,1,1,1,1,5,5,5,5,1,1,2,1,3,2,3,1,1,2,1,1,2,1,-7,3,6,4,1,2,5,2,5,5,4,10,-9,2,2,1,3,1,1,5,1,4,3,2,1,1,1,1,1,1,1,1,1,1,-9,85,52,-9,3,3,3,2,2,-9,-9,1,1,1,1
"57906",3052,20163052,0,0,0,1.986,2.035,2.035,2.035,4,0,0,9,0,NA,NA,9,9,9,9,90,7,6,2,5,3,3,3,1,2,4,2,3,5,3,2,0,0,2,5,5,2,2,1,2,5,4,4,2,50,400,0,0,85,86,88,70,85,85,85,97,85,85,97,99,85,97,85,51,85,73,999,999,1,5,1,4,2,1,1,1,1,1,1,1,1,1,1,1,5,5,5,43,93,99,999,85,19,0,99,53,51,2,3,85,5,5,5,5,2,1,1,2,4,2,2,1,1,3,0,100,75,1,2,3,1,1,1,1,2,1,2,1,4,1,2,1,1,1,1,1,1,1,1,5,9,1,5,2,2,2,49,9,0,9,9,1,5,7,2,9,9,1,1,5,2,3,1,2,3,1,1,1,2,3,5,4,1,2,1,2,3,2,3,3,3,2,2,22,622,"CA22",6,"CA",55,2,0,2,1,5,9,9,2,9,1,6,56,3,97,2,1,2,3,2,5,1,0,0,0,1,1,7,2,2,2,5,0,3,2,3,3,3,2,2,1,1,51,100,990,990,990,70,1,4,4,6,4,6,2,2,3,2,1,4,6,2,99,99,1,1,1,10,0,1,1,1,2,10,5,2,2,2,2,5,5,5,5,1,2,2,2,2,1,3,2,2,3,3,4,2,1,-9,2,4,2,2,1,1,1,4,8,8,0,2,3,2,3,1,3,3,4,3,3,4,2,2,2,2,4,2,1,2,-9,-9,1,1,70,70,100,1,2,1,2,2,-9,-9,2,1,1,1
"57907",3053,20163053,0,0,0,0.723,0.739,0.739,0.739,4,0,0,9,0,NA,NA,9,9,9,9,32,2,2,1,1,1,1,7,2,4,2,2,1,1,1,2,0,0,1,5,5,6,6,1,1,1,3,3,3,10,220,5,5,58,43,51,22,58,69,59,73,46,70,43,40,45,36,86,22,7,90,55,65,3,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,50,55,45,15,50,15,60,70,60,1,2,15,1,1,1,1,2,2,2,1,7,1,1,1,1,2,0,50,0,1,1,2,0,0,0,7,0,0,0,0,0,9,1,2,1,1,1,1,2,2,2,1,6,5,0,2,2,2,44,3,1,4,3,1,0,6,3,4,3,2,5,1,3,4,2,4,2,5,5,3,3,5,1,1,1,4,5,2,3,2,2,2,1,2,3,1,3101,"NE01",31,"NE",55,2,0,2,5,5,9,9,9,9,9,6,49,38,58,5,2,2,4,2,5,0,3,9,0,2,3,7,2,2,2,5,0,3,2,4,3,1,1,2,3,2,82,996,996,996,996,996,4,2,2,2,6,2,2,6,7,7,2,6,7,2,99,99,1,1,2,-9,4,1,7,3,2,6,1,3,2,2,4,4,5,5,4,2,1,3,1,2,2,3,2,1,2,1,1,2,1,-9,2,4,4,1,2,4,1,2,4,0,10,2,2,3,3,3,1,1,3,3,2,4,2,1,1,2,4,2,1,2,-9,-9,2,-9,61,30,61,2,5,2,2,2,3,-9,3,2,1,2
"57908",3054,20163054,0,0,0,0.413,0.423,0.423,0.423,4,0,0,9,0,NA,NA,9,9,9,9,33,2,2,1,1,1,1,7,2,4,3,1,4,1,1,2,0,0,1,4,4,6,7,1,2,2,4,4,1,10,135,5,5,60,70,85,60,40,40,60,60,85,15,50,30,85,0,85,70,50,50,23,43,5,2,3,2,3,1,1,1,1,1,1,1,1,1,1,5,1,5,1,23,43,99,999,15,99,30,99,40,30,2,3,15,1,1,1,1,2,2,2,1,7,1,1,1,1,1,0,0,0,1,1,2,0,0,0,7,0,0,0,0,0,9,2,1,2,1,1,1,2,2,2,1,7,5,0,2,2,2,59,5,3,6,6,2,0,5,3,3,4,1,1,5,2,3,2,2,1,5,5,3,3,3,1,1,1,2,1,1,2,1,3,1,1,1,3,18,1218,"FL18",12,"FL",55,2,0,2,9,5,9,9,9,9,9,6,20,2,60,4,4,4,1,4,5,0,9,9,0,2,1,7,2,2,2,5,5,4,4,2,4,1,2,1,2,1,21,999,85,85,999,999,9,3,3,1,7,1,2,4,5,6,3,7,6,1,99,99,1,2,1,4,5,2,-9,3,1,1,3,4,3,3,5,4,5,4,3,2,2,2,1,3,2,3,2,2,3,2,3,2,1,-7,2,4,4,2,1,2,2,3,6,1,9,1,4,2,3,1,1,3,2,3,4,3,3,2,2,2,2,1,1,2,-9,-9,2,-9,50,40,70,3,5,3,2,2,1,1,1,1,1,2
"57909",3055,20163055,0,0,0,0.927,0.957,0.957,0.957,4,0,0,9,0,NA,NA,9,9,9,9,25,2,1,2,1,1,1,7,2,4,4,2,2,1,1,2,0,0,4,5,5,6,6,1,2,7,4,4,1,10,998,5,5,85,50,50,0,99,70,30,60,50,51,50,51,50,55,85,60,10,85,51,50,2,5,1,3,3,1,1,1,1,1,1,1,1,2,2,5,5,1,1,29,78,27,74,57,51,1,3,72,78,1,2,57,5,5,5,5,2,2,2,2,6,1,1,1,1,2,0,50,0,2,2,3,1,1,1,1,1,1,1,1,5,0,2,2,1,1,1,1,2,2,2,1,2,0,1,2,2,2,29,9,0,6,3,2,1,9,4,4,2,2,5,1,3,5,2,4,2,1,1,3,3,3,1,1,1,2,1,2,3,2,2,1,1,1,1,2,802,"CO02",8,"CO",12,1,2,2,1,5,1,1,1,1,1,1,13,39,65,2,2,5,5,2,1,1,0,0,1,1,1,1,1,1,2,5,1,1,5,5,2,3,1,1,1,1,12,60,10,60,10,40,2,5,3,3,6,4,3,6,7,7,5,7,6,2,99,99,2,1,2,9,2,1,1,2,3,6,0,3,4,3,4,5,5,5,5,1,2,3,2,2,2,4,2,2,3,1,1,2,1,-9,3,7,3,1,1,2,1,1,4,2,9,-9,3,2,1,3,1,1,5,3,4,4,3,2,2,2,2,1,1,2,-9,-9,2,-9,75,0,40,4,4,4,4,3,2,2,1,1,1,2
